thisN,thisTrialN,thisRepN,blockN,run,condition,trial_key,stim_file_pos,stim_pos,noise_pos,marker_init,shape,shape_order,div_pos,target_pos,subj_C0F1_val,subj_C1F0_val,target_file,img1_file,img2_file,block_start_resp.keys,block_start_resp.rt,block_start_resp.duration,marker.response,marker.rt,slider_resp.keys,slider_resp.rt,slider_resp.duration,submit_resp.keys,submit_resp.rt,submit_resp.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,block_start.started,block_start_text.started,block_start_resp.started,block_start.stopped,blocks.block_start_resp.keys,blocks.block_start_resp.rt,blocks.block_start_resp.duration,baseline.started,ISI1.started,baseline.stopped,stim.started,target_stim.started,target_stim.stopped,stim.stopped,delay.started,ISI2.started,delay.stopped,task.started,img1.started,img2.started,divider_line.started,slider_line.started,marker.started,slider_resp.started,submit_resp.started,task.stopped,positions,trials.marker.response,trials.marker.rt,trials.slider_resp.keys,trials.slider_resp.rt,trials.slider_resp.duration,trials.submit_resp.keys,trials.submit_resp.rt,trials.submit_resp.duration,anticipation.started,anticipation_text.started,anticipation_text.stopped,anticipation.stopped,feedback.started,no_resp_text.started,three_coin.started,no_resp_text.stopped,three_coin.stopped,feedback.stopped,valence,correct,outcome,one_coin.started,one_coin.stopped,one_cross.started,one_cross.stopped,three_cross.started,three_cross.stopped,block_end.started,block_end_text.started,block_end_resp.started,block_end.stopped,block_outcome,block_bonus,blocks.block_end_resp.keys,blocks.block_end_resp.rt,blocks.block_end_resp.duration,subj,difficulty,sess_type,date,expName,psychopyVersion,frameRate,expStart,
1,1,0,4,2,baseline,145,2.5,0.1,1.0,-0.272,flat,flat_curv,0.0,-0.1,rew,pen,input_data/stims/Shape_2.50_1.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,55.20467099999996,None,None,None,['left'],[0.7515315999999075],[0.1280123999999887],up,1.0475001999998312,None,3,0,3,0,0,1,1,25,860.0724427,,,,,,,,,860.0564327000002,0.0005307999999786261,861.0404250000001,861.0407964000001,861.0557984000002,862.0558129000001,862.0392703000002,862.0396411000002,0.00037999999995008693,863.4742851999999,863.4756517000001,863.4892030000001,863.4892030000001,863.4892030000001,863.4892030000001,863.4892030000001,863.4892030000001,863.4892030000001,864.5401608000002,"[-0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.272, -0.28, -0.288, -0.296, -0.304, -0.312, -0.32, -0.328, -0.328, -0.328, -0.328, -0.328, -0.328, -0.328, -0.328, -0.328, -0.328, -0.328, -0.328]",None,None,['left'],[0.7515315999999075],[0.1280123999999887],up,1.0475001999998312,None,864.5405307999999,864.5558983000001,864.8058574000001,864.7893595,864.7897007000001,864.8058574000001,864.8058574000001,865.8058916,865.8058916,865.7893999000003,rew,1,3,,,,,,,,,,,,,,,,202512,patients,C,2025-07-26_12h47.29.109,asymmetry_final,2024.2.4,60,2025-07-26 12h47.44.103153 -0600,
2,2,0,4,2,baseline,154,3.5,0.3,1.0,0.108,flat,curv_flat,0.0,0.3,rew,pen,input_data/stims/Shape_3.50_1.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,55.20467099999996,None,None,None,['right'],[0.6700176999997893],[0.20804790000011053],up,1.030020599999716,None,3,0,3,0,0,2,2,34,865.8058916,,,,,,,,,865.7899252000002,0.000536399999873538,866.7243798,866.7247296,866.7392838000001,867.7393354999999,867.7227538000002,867.7231315000004,0.00038500000027852366,869.1074781000002,869.1087129000002,869.1226813000003,869.1226813000003,869.1226813000003,869.1226813000003,869.1226813000003,869.1226813000003,869.1226813000003,870.1571372000003,"[0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.116, 0.124, 0.132, 0.14, 0.148, 0.156, 0.164, 0.172, 0.18, 0.188, 0.196, 0.204, 0.204, 0.204, 0.204, 0.204, 0.204, 0.204, 0.204, 0.204, 0.204, 0.204]",None,None,['right'],[0.6700176999997893],[0.20804790000011053],up,1.030020599999716,None,870.1575388000001,870.1727066000003,870.4226981000002,870.4061202000003,870.4064450000001,870.4226981000002,870.4226981000002,871.4226575000002,871.4226575000002,871.4061725000001,rew,1,3,,,,,,,,,,,,,,,,202512,patients,C,2025-07-26_12h47.29.109,asymmetry_final,2024.2.4,60,2025-07-26 12h47.44.103153 -0600,
3,3,0,4,2,baseline,155,3.5,0.3,1.0,0.184,flat,flat_curv,0.0,-0.3,rew,pen,input_data/stims/Shape_3.50_1.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,55.20467099999996,None,None,None,['left'],[0.45321570000032807],[0.6319605999997293],up,1.1891953000003923,None,3,0,3,0,0,3,3,35,871.4226575000002,,,,,,,,,871.4067131000002,0.0005386999996517261,872.3403866000003,872.3410499000001,872.3561121000002,873.3561233,873.3395608999999,873.3399339000002,0.0003801000002567889,874.7244326,874.7256886,874.7394715,874.7394715,874.7394715,874.7394715,874.7394715,874.7394715,874.7394715,875.9403448000003,"[0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.176, 0.168, 0.16, 0.152, 0.144, 0.136, 0.128, 0.12, 0.112, 0.104, 0.096, 0.088, 0.08, 0.072, 0.064, 0.056, 0.048, 0.04, 0.032, 0.024, 0.016, 0.008, 0.0, -0.008, -0.016, -0.024, -0.032, -0.04, -0.048, -0.056, -0.064, -0.072, -0.08, -0.088, -0.096, -0.104, -0.112, -0.12, -0.12, -0.12, -0.12, -0.12, -0.12, -0.12, -0.12]",None,None,['left'],[0.45321570000032807],[0.6319605999997293],up,1.1891953000003923,None,875.9407148,875.9561851000003,876.2061643000002,876.1896693000003,876.1900006000001,876.2061643000002,876.2061643000002,877.2062025,877.2062025,877.1897019000003,rew,1,3,,,,,,,,,,,,,,,,202512,patients,C,2025-07-26_12h47.29.109,asymmetry_final,2024.2.4,60,2025-07-26 12h47.44.103153 -0600,
4,4,0,4,2,baseline,132,1.3,-0.14,3.0,-0.316,curv,curv_flat,0.0,-0.14,pen,rew,input_data/stims/Shape_1.30_3.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,55.20467099999996,None,None,None,"['right', 'left']","[0.33969100000012986, 0.6836187999997492]","[0.3119291999996676, 0.18405810000012934]",up,1.0437137999997503,None,3,0,3,0,0,4,4,12,877.2062025,,,,,,,,,877.1902266000002,0.0005252000000837143,878.0736946000002,878.0740445000001,878.0895946,879.0896198,879.0730553000003,879.0734291000003,0.0003827999998975429,880.5576759,880.5590844000003,880.5730130000002,880.5730130000002,880.5730130000002,880.5730130000002,880.5730130000002,880.5730130000002,880.5730130000002,881.6239901000004,"[-0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.308, -0.3, -0.292, -0.284, -0.276, -0.268, -0.26, -0.252, -0.244, -0.236, -0.228, -0.22, -0.212, -0.204, -0.196, -0.188, -0.18, -0.172, -0.164, -0.164, -0.164, -0.172, -0.18, -0.188, -0.196, -0.204, -0.212, -0.22, -0.228, -0.236, -0.244, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252]",None,None,"['right', 'left']","[0.33969100000012986, 0.6836187999997492]","[0.3119291999996676, 0.18405810000012934]",up,1.0437137999997503,None,881.6243297999999,881.6397074000001,881.8896796000004,881.8731468999999,881.8734759000004,881.8896796000004,,882.8897251000003,,882.873184,pen,1,1,881.8896796000004,882.8897251000003,,,,,,,,,,,,,,202512,patients,C,2025-07-26_12h47.29.109,asymmetry_final,2024.2.4,60,2025-07-26 12h47.44.103153 -0600,
5,5,0,4,2,baseline,138,1.9,-0.02,3.0,0.096,curv,curv_flat,0.0,-0.02,pen,rew,input_data/stims/Shape_1.90_3.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,55.20467099999996,None,None,None,['left'],[0.6322272000002158],[0.3359576999996534],up,1.1041430000000219,None,3,0,3,0,0,5,5,18,882.8897251000003,,,,,,,,,882.8737067000002,0.0005218999999669904,883.7571846999999,883.7575387000002,883.7730881000002,884.7730940000001,884.7565761000001,884.756965,0.000397899999825313,886.2418445000003,886.2433309000003,886.2565033999999,886.2565033999999,886.2565033999999,886.2565033999999,886.2565033999999,886.2565033999999,886.2565033999999,887.3741089,"[0.096, 0.096, 0.096, 0.096, 0.096, 0.096, 0.096, 0.096, 0.096, 0.096, 0.096, 0.096, 0.096, 0.096, 0.096, 0.096, 0.096, 0.096, 0.096, 0.096, 0.096, 0.096, 0.096, 0.096, 0.096, 0.096, 0.096, 0.096, 0.096, 0.096, 0.096, 0.096, 0.096, 0.096, 0.096, 0.096, 0.096, 0.096, 0.096, 0.088, 0.08, 0.072, 0.064, 0.056, 0.048, 0.04, 0.032, 0.024, 0.016, 0.008, 0.0, -0.008, -0.016, -0.024, -0.032, -0.04, -0.048, -0.056, -0.064, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072]",None,None,['left'],[0.6322272000002158],[0.3359576999996534],up,1.1041430000000219,None,887.3744583000002,887.389846,887.6398523000003,887.6232864000003,887.6236174000001,887.6398523000003,,888.6398711000002,,888.6233274000001,pen,1,1,887.6398523000003,888.6398711000002,,,,,,,,,,,,,,202512,patients,C,2025-07-26_12h47.29.109,asymmetry_final,2024.2.4,60,2025-07-26 12h47.44.103153 -0600,
6,6,0,4,2,baseline,150,3.1,0.22,1.0,0.284,flat,curv_flat,0.0,0.22,rew,pen,input_data/stims/Shape_3.10_1.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,55.20467099999996,None,None,None,"['left', 'right']","[0.5160533999996915, 1.1319242999998096]","[0.07996610000009241, 0.11210290000008172]",up,1.3799816000000646,None,3,0,3,0,0,6,6,30,888.6398711000002,,,,,,,,,888.6238983000003,0.0005710000000362925,889.659482,889.6601393000001,889.6732406000001,890.6732463000003,890.6567147000001,890.6570997000003,0.000392699999792967,891.9420114,891.9434713,891.9566425000003,891.9566425000003,891.9566425000003,891.9566425000003,891.9566425000003,891.9566425000003,891.9566425000003,893.3409729,"[0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.276, 0.268, 0.26, 0.252, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.252, 0.26, 0.268, 0.276, 0.284, 0.292, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]",None,None,"['left', 'right']","[0.5160533999996915, 1.1319242999998096]","[0.07996610000009241, 0.11210290000008172]",up,1.3799816000000646,None,893.3413361000003,893.3566674000003,893.6066526,893.5901183999999,893.5904520000004,893.6066526,893.6066526,894.6066587,894.6066587,894.5901610000001,rew,1,3,,,,,,,,,,,,,,,,202512,patients,C,2025-07-26_12h47.29.109,asymmetry_final,2024.2.4,60,2025-07-26 12h47.44.103153 -0600,
7,7,0,4,2,baseline,120,0.1,-0.38,3.0,-0.092,curv,curv_flat,0.0,-0.38,pen,rew,input_data/stims/Shape_0.10_3.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,55.20467099999996,None,None,None,"['left', 'left']","[0.6333251999999447, 1.2092038000000684]","[0.1199133999998594, 0.17600889999994251]",up,1.7132020999997621,None,3,0,3,0,0,7,7,0,894.6066587,,,,,,,,,894.5906891,0.0005280999998831248,895.5260234000002,895.5263730000001,895.5400824000003,896.5400863,896.5235328000003,896.5239177000003,0.00039390000029015937,897.8093806000002,897.8105909000001,897.8234735000001,897.8234735000001,897.8234735000001,897.8234735000001,897.8234735000001,897.8234735000001,897.8234735000001,899.5410847000003,"[-0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.1, -0.108, -0.116, -0.124, -0.132, -0.14, -0.148, -0.156, -0.164, -0.172, -0.18, -0.18, -0.18, -0.18, -0.18, -0.18, -0.18, -0.18, -0.18, -0.18, -0.18, -0.18, -0.18, -0.18, -0.18, -0.18, -0.18, -0.18, -0.18, -0.18, -0.18]",None,None,"['left', 'left']","[0.6333251999999447, 1.2092038000000684]","[0.1199133999998594, 0.17600889999994251]",up,1.7132020999997621,None,899.5414514000004,899.5568354000002,899.8068084000001,899.7903191,899.7906614000003,899.8068084000001,,900.8068019000002,,900.7903303000003,pen,1,1,899.8068084000001,900.8068019000002,,,,,,,,,,,,,,202512,patients,C,2025-07-26_12h47.29.109,asymmetry_final,2024.2.4,60,2025-07-26 12h47.44.103153 -0600,
8,8,0,4,2,baseline,131,1.1,-0.18,3.0,0.292,curv,flat_curv,0.0,0.18,pen,rew,input_data/stims/Shape_1.10_3.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,55.20467099999996,None,None,None,['right'],[0.5350309999998899],[0.16799009999976988],up,0.9190564999998969,None,3,0,3,0,0,8,8,11,900.8068019000002,,,,,,,,,900.7908508,0.0005319000001691165,901.6758205000001,901.6761772,901.6902307,902.6902583000001,902.6736859000002,902.6740612000003,0.0003826999995908409,904.0576110000002,904.0588213999999,904.0736474,904.0736474,904.0736474,904.0736474,904.0736474,904.0736474,904.0736474,905.0081147000001,"[0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.3, 0.308, 0.316, 0.324, 0.332, 0.34, 0.348, 0.356, 0.364, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372]",None,None,['right'],[0.5350309999998899],[0.16799009999976988],up,0.9190564999998969,None,905.0085166000003,905.0236644000001,905.2736733000002,905.2570997000003,905.2574265000003,905.2736733000002,,906.2736815000003,,906.2571605000003,pen,1,1,905.2736733000002,906.2736815000003,,,,,,,,,,,,,,202512,patients,C,2025-07-26_12h47.29.109,asymmetry_final,2024.2.4,60,2025-07-26 12h47.44.103153 -0600,
9,9,0,4,2,baseline,146,2.7,0.14,1.0,0.012,flat,curv_flat,0.0,0.14,rew,pen,input_data/stims/Shape_2.70_1.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,55.20467099999996,None,None,None,['right'],[0.6382730999998785],[0.27990859999999884],up,1.094223300000067,None,3,0,3,0,0,9,9,26,906.2736815000003,,,,,,,,,906.2577000000001,0.0005404000003181864,907.1424496,907.1428151,907.1570424000001,908.1570734000002,908.1405172,908.1408885999999,0.0003799000000981323,909.4752881,909.4765003000002,909.4904101000002,909.4904101000002,909.4904101000002,909.4904101000002,909.4904101000002,909.4904101000002,909.4904101000002,910.5914073000004,"[0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.02, 0.028, 0.036, 0.044, 0.052, 0.06, 0.068, 0.076, 0.084, 0.092, 0.1, 0.108, 0.116, 0.124, 0.132, 0.14, 0.148, 0.148, 0.148, 0.148, 0.148, 0.148, 0.148, 0.148, 0.148, 0.148, 0.148, 0.148]",None,None,['right'],[0.6382730999998785],[0.27990859999999884],up,1.094223300000067,None,910.5917592999999,910.6071233000002,910.8571408000003,910.8405854000002,910.8409118,910.8571408000003,910.8571408000003,911.8570913000003,911.8570913000003,911.8406300000001,rew,1,3,,,,,,,,,,,,,,,,202512,patients,C,2025-07-26_12h47.29.109,asymmetry_final,2024.2.4,60,2025-07-26 12h47.44.103153 -0600,
10,10,0,4,2,baseline,124,0.5,-0.3,3.0,-0.232,curv,curv_flat,0.0,-0.3,pen,rew,input_data/stims/Shape_0.50_3.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,55.20467099999996,None,None,None,['left'],[0.7026812999997674],[0.1680492000000413],up,1.0386838999997963,None,3,0,3,0,0,10,10,4,911.8570913000003,,,,,,,,,911.8411589000002,0.0005287000003590947,912.8262503999999,912.8266780000004,912.8405511000001,913.8405527,913.8240139,913.8243979000003,0.00039199999991978984,915.257932,915.2591335000002,915.2739493000004,915.2739493000004,915.2739493000004,915.2739493000004,915.2739493000004,915.2739493000004,915.2739493000004,916.3248808000003,"[-0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.24, -0.248, -0.256, -0.264, -0.272, -0.28, -0.288, -0.296, -0.304, -0.312, -0.312, -0.312, -0.312, -0.312, -0.312, -0.312, -0.312, -0.312, -0.312, -0.312, -0.312]",None,None,['left'],[0.7026812999997674],[0.1680492000000413],up,1.0386838999997963,None,916.3252361,916.3406225000003,916.5906379000003,916.5740731999999,916.5743997,916.5906379000003,,917.5906186000002,,917.5741305000001,pen,1,1,916.5906379000003,917.5906186000002,,,,,,,,,,,,,,202512,patients,C,2025-07-26_12h47.29.109,asymmetry_final,2024.2.4,60,2025-07-26 12h47.44.103153 -0600,
11,11,0,4,2,baseline,121,0.1,-0.38,3.0,-0.22,curv,flat_curv,0.0,0.38,pen,rew,input_data/stims/Shape_0.10_3.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,55.20467099999996,None,None,None,['right'],[0.5231624000002739],[0.6079897999998138],up,1.3791656000003059,None,3,0,3,0,0,11,11,1,917.5906186000002,,,,,,,,,917.5746531,0.0005227000001468696,918.6094008,918.6097573000002,918.6240005,919.6240709000003,919.6075624,919.6079687000001,0.00041590000000724103,920.9433577,920.9448216000001,920.9574546000003,920.9574546000003,920.9574546000003,920.9574546000003,920.9574546000003,920.9574546000003,920.9574546000003,922.3418595000003,"[-0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.212, -0.204, -0.196, -0.188, -0.18, -0.172, -0.164, -0.156, -0.148, -0.14, -0.132, -0.124, -0.116, -0.108, -0.1, -0.092, -0.084, -0.076, -0.068, -0.06, -0.052, -0.044, -0.036, -0.028, -0.02, -0.012, -0.004, 0.004, 0.012, 0.02, 0.028, 0.036, 0.044, 0.052, 0.06, 0.068, 0.068, 0.068, 0.068, 0.068, 0.068, 0.068, 0.068, 0.068, 0.068, 0.068, 0.068, 0.068, 0.068, 0.068, 0.068, 0.068]",None,None,['right'],[0.5231624000002739],[0.6079897999998138],up,1.3791656000003059,None,922.3422525999999,922.3574927,922.6074612000002,922.5909692,922.5913326,922.6074612000002,,923.6074559000003,,923.5910690000001,pen,1,1,922.6074612000002,923.6074559000003,,,,,,,,,,,,,,202512,patients,C,2025-07-26_12h47.29.109,asymmetry_final,2024.2.4,60,2025-07-26 12h47.44.103153 -0600,
12,12,0,4,2,baseline,156,3.7,0.34,1.0,-0.02,flat,curv_flat,0.0,0.34,rew,pen,input_data/stims/Shape_3.70_1.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,55.20467099999996,None,None,None,['right'],[0.46827010000015434],[0.30404459999999744],up,0.9483274000003803,None,3,0,3,0,0,12,12,36,923.6074559000003,,,,,,,,,923.5916367,0.0005701999998564133,924.4751218000001,924.4754709000003,924.4908471000003,925.4908839,925.4744141000001,925.4748273,0.00042340000027252245,926.9102897000002,926.9115003000002,926.9243053,926.9243053,926.9243053,926.9243053,926.9243053,926.9243053,926.9243053,927.8754111000003,"[-0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.012, -0.004, 0.004, 0.012, 0.02, 0.028, 0.036, 0.044, 0.052, 0.06, 0.068, 0.076, 0.084, 0.092, 0.1, 0.108, 0.116, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124]",None,None,['right'],[0.46827010000015434],[0.30404459999999744],up,0.9483274000003803,None,927.8757889000003,927.8909676000003,928.1409352000001,928.1244735,928.1248559000001,928.1409352000001,928.1409352000001,929.1409767,929.1409767,929.1244917000004,rew,1,3,,,,,,,,,,,,,,,,202512,patients,C,2025-07-26_12h47.29.109,asymmetry_final,2024.2.4,60,2025-07-26 12h47.44.103153 -0600,
13,13,0,4,2,baseline,128,0.9,-0.22,3.0,-0.36,curv,curv_flat,0.0,-0.22,pen,rew,input_data/stims/Shape_0.90_3.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,55.20467099999996,None,None,None,"['right', 'left']","[0.5129007999998976, 1.0328654999998435]","[0.4799373000000742, 0.2560345000001689]",up,1.4489221999997426,None,3,0,3,0,0,13,13,8,929.1409767,,,,,,,,,929.1250604000002,0.00057040000001507,930.1090511000002,930.1094109000001,930.1243737,931.1243717000002,931.1078102000001,931.1082135000001,0.0004125000000385626,932.5923457000004,932.5935857,932.6077438000002,932.6077438000002,932.6077438000002,932.6077438000002,932.6077438000002,932.6077438000002,932.6077438000002,934.0588273000003,"[-0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.36, -0.352, -0.344, -0.336, -0.328, -0.32, -0.312, -0.304, -0.296, -0.288, -0.28, -0.272, -0.264, -0.256, -0.248, -0.24, -0.232, -0.224, -0.216, -0.208, -0.2, -0.192, -0.184, -0.176, -0.168, -0.16, -0.152, -0.144, -0.136, -0.128, -0.128, -0.128, -0.136, -0.144, -0.152, -0.16, -0.168, -0.176, -0.184, -0.192, -0.2, -0.208, -0.216, -0.224, -0.232, -0.24, -0.248, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256]",None,None,"['right', 'left']","[0.5129007999998976, 1.0328654999998435]","[0.4799373000000742, 0.2560345000001689]",up,1.4489221999997426,None,934.0592303000003,934.0744410000002,934.3244791000002,934.3079838000003,934.3083472000003,934.3244791000002,,935.3244963000002,,935.3081434000001,pen,1,1,934.3244791000002,935.3244963000002,,,,,,,,,,,,,,202512,patients,C,2025-07-26_12h47.29.109,asymmetry_final,2024.2.4,60,2025-07-26 12h47.44.103153 -0600,
14,14,0,4,2,baseline,134,1.5,-0.1,3.0,0.188,curv,curv_flat,0.0,-0.1,pen,rew,input_data/stims/Shape_1.50_3.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,55.20467099999996,None,None,None,['left'],[0.5213767999998709],[0.7279478000000381],up,1.353309099999933,None,3,0,3,0,0,14,14,14,935.3244963000002,,,,,,,,,935.3089181,0.0007663999999749649,936.1927608000001,936.1931145000003,936.2077845000003,937.2078587999999,937.1914060000004,937.1918006000001,0.00040479999961462454,938.5765920000003,938.5778138000001,938.5913059,938.5913059,938.5913059,938.5913059,938.5913059,938.5913059,938.5913059,939.959229,"[0.188, 0.188, 0.188, 0.188, 0.188, 0.188, 0.188, 0.188, 0.188, 0.188, 0.188, 0.188, 0.188, 0.188, 0.188, 0.188, 0.188, 0.188, 0.188, 0.188, 0.188, 0.188, 0.188, 0.188, 0.188, 0.188, 0.188, 0.188, 0.188, 0.188, 0.188, 0.188, 0.188, 0.18, 0.172, 0.164, 0.156, 0.148, 0.14, 0.132, 0.124, 0.116, 0.108, 0.1, 0.092, 0.084, 0.076, 0.068, 0.06, 0.052, 0.044, 0.036, 0.028, 0.02, 0.012, 0.004, -0.004, -0.012, -0.02, -0.028, -0.036, -0.044, -0.052, -0.06, -0.068, -0.076, -0.084, -0.092, -0.1, -0.108, -0.116, -0.124, -0.132, -0.14, -0.148, -0.156, -0.156, -0.156, -0.156, -0.156, -0.156, -0.156, -0.156, -0.156]",None,None,['left'],[0.5213767999998709],[0.7279478000000381],up,1.353309099999933,None,939.9596831000003,939.9746302000003,940.2246256000003,940.2081302000001,940.2084876000004,940.2246256000003,,941.2246559,,941.2081731000003,pen,1,1,940.2246256000003,941.2246559,,,,,,,,,,,,,,202512,patients,C,2025-07-26_12h47.29.109,asymmetry_final,2024.2.4,60,2025-07-26 12h47.44.103153 -0600,
