thisN,thisTrialN,thisRepN,blockN,run,condition,trial_key,stim_file_pos,stim_pos,noise_pos,marker_init,shape,shape_order,div_pos,target_pos,subj_C0F1_val,subj_C1F0_val,target_file,img1_file,img2_file,block_start_resp.keys,block_start_resp.rt,block_start_resp.duration,marker.response,marker.rt,slider_resp.keys,slider_resp.rt,slider_resp.duration,submit_resp.keys,submit_resp.rt,submit_resp.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,block_start.started,block_start_text.started,block_start_resp.started,block_start.stopped,blocks.block_start_resp.keys,blocks.block_start_resp.rt,blocks.block_start_resp.duration,baseline.started,ISI1.started,baseline.stopped,stim.started,target_stim.started,target_stim.stopped,stim.stopped,delay.started,ISI2.started,delay.stopped,task.started,img1.started,img2.started,divider_line.started,slider_line.started,marker.started,slider_resp.started,submit_resp.started,task.stopped,positions,trials.marker.response,trials.marker.rt,trials.slider_resp.keys,trials.slider_resp.rt,trials.slider_resp.duration,trials.submit_resp.keys,trials.submit_resp.rt,trials.submit_resp.duration,anticipation.started,anticipation_text.started,anticipation_text.stopped,anticipation.stopped,feedback.started,no_resp_text.started,one_coin.started,no_resp_text.stopped,one_coin.stopped,feedback.stopped,valence,correct,outcome,three_coin.started,three_coin.stopped,three_cross.started,three_cross.stopped,one_cross.started,one_cross.stopped,block_end.started,block_end_text.started,block_end_resp.started,block_end.stopped,block_outcome,block_bonus,blocks.block_end_resp.keys,blocks.block_end_resp.rt,blocks.block_end_resp.duration,img1.stopped,img2.stopped,divider_line.stopped,slider_line.stopped,marker.stopped,slider_resp.stopped,submit_resp.stopped,subj,difficulty,sess_type,date,expName,psychopyVersion,frameRate,expStart,
26,26,0,5,2,curv_comp,187,1.7,-0.06,1.0,-0.088,flat,flat_curv,0.2,0.06,rew,pen,input_data/stims/Shape_1.70_1.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,2.1154375999758486,None,None,None,"['right', 'right', 'right']","[1.1073268999753054, 1.5953213000029791, 1.8753068999794777]","[0.4559083000058308, 0.127970399975311, 0.15204929999890737]",up,2.691292000003159,None,3,0,3,0,0,26,26,27,992.4097996999917,,,,,,,,,992.3940844000026,0.0006133999850135297,993.4783552000008,993.4787419999775,993.4933207999857,994.4933443999907,994.4767976999865,994.4772361999785,0.0004456999886315316,995.9123965000035,995.913622299995,995.9271378999983,995.9271378999983,995.9271378999983,995.9271378999983,995.9271378999983,995.9271378999983,995.9271378999983,998.6278999999922,"[-0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.08, -0.072, -0.064, -0.056, -0.048, -0.04, -0.032, -0.024, -0.016, -0.008, 0.0, 0.008, 0.016, 0.024, 0.032, 0.04, 0.048, 0.056, 0.064, 0.072, 0.08, 0.088, 0.096, 0.104, 0.112, 0.12, 0.128, 0.128, 0.128, 0.136, 0.144, 0.152, 0.16, 0.168, 0.176, 0.184, 0.192, 0.192, 0.192, 0.192, 0.192, 0.192, 0.192, 0.192, 0.192, 0.192, 0.2, 0.208, 0.216, 0.224, 0.232, 0.24, 0.248, 0.256, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264]",None,None,"['right', 'right', 'right']","[1.1073268999753054, 1.5953213000029791, 1.8753068999794777]","[0.4559083000058308, 0.127970399975311, 0.15204929999890737]",up,2.691292000003159,None,998.6283531999798,998.6435040999786,998.8935129999882,998.8767587999755,998.8771530999802,998.8935129999882,,999.8930191999825,,999.8764817999909,rew,0,-1,,,,,998.8935129999882,999.8930191999825,,,,,,,,,,,,,,,,,202521,patients,A,2025-12-12_15h14.47.149,asymmetry_final,2024.2.4,60,2025-12-12 15h14.59.626305 -0700,
27,27,0,5,2,curv_comp,172,0.7,-0.26,3.0,-0.4,curv,curv_flat,-0.2,-0.26,pen,rew,input_data/stims/Shape_0.70_3.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,2.1154375999758486,None,None,None,"['left', 'right']","[1.5742577000055462, 1.9022239999903832]","[0.19193400000222027, 0.21592560000135563]",up,2.654124499997124,None,3,0,3,0,0,27,27,12,999.8930191999825,,,,,,,,,999.8771063000022,0.0006171000131871551,1000.9614243999822,1000.9618081999943,1000.9768762000022,1001.9768917000038,1001.9604191999824,1001.960851699987,0.0004566000134218484,1003.2455595999782,1003.2468820999784,1003.2602564999834,1003.2602564999834,1003.2602564999834,1003.2602564999834,1003.2602564999834,1003.2602564999834,1003.2602564999834,1005.9281172999763,"[-0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.4, -0.392, -0.384, -0.376, -0.368, -0.36, -0.352, -0.344, -0.336, -0.328, -0.32, -0.312, -0.304, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296]",None,None,"['left', 'right']","[1.5742577000055462, 1.9022239999903832]","[0.19193400000222027, 0.21592560000135563]",up,2.654124499997124,None,1005.9285500999831,1005.9437426999793,1006.1936986999935,1006.1776772000012,1006.178067699977,1006.1936986999935,1006.1936986999935,1007.1936989999958,1007.1936989999958,1007.1772232999792,pen,1,1,,,,,,,,,,,,,,,,,,,,,,,202521,patients,A,2025-12-12_15h14.47.149,asymmetry_final,2024.2.4,60,2025-12-12 15h14.59.626305 -0700,
28,28,0,5,2,curv_comp,183,1.3,-0.14,1.0,0.3,flat,flat_curv,0.2,0.14,rew,pen,input_data/stims/Shape_1.30_1.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,2.1154375999758486,None,None,None,['left'],[2.788008500006981],[None],None,,,3,0,3,0,0,28,28,23,1007.1936989999958,,,,,,,,,1007.177824399987,0.0006009000062476844,1008.162414099992,1008.163060699997,1008.177054699976,1009.1771038000006,1009.1600537999766,1009.1604955999937,0.00045029999455437064,1010.4956740999769,1010.4972658999905,1010.5104599999904,1010.5104599999904,1010.5104599999904,1010.5104599999904,1010.5104599999904,1010.5104599999904,1010.5104599999904,1013.4950798999926,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.292, 0.284, 0.276, 0.268, 0.26, 0.252, 0.244, 0.236, 0.228, 0.22, 0.212, 0.204]",None,None,['left'],[2.788008500006981],[None],None,,,1013.4955884999945,1013.5105577999784,1013.7605502999795,1013.744014099997,1013.7462894999771,1013.7605502999795,,1014.7605571000022,,1014.7441298999765,rew,0,-1,,,,,1013.7605502999795,1014.7605571000022,,,,,,,,,,1013.5105577999784,1013.5105577999784,1013.5105577999784,1013.5105577999784,1013.5105577999784,1013.5105577999784,1013.5105577999784,202521,patients,A,2025-12-12_15h14.47.149,asymmetry_final,2024.2.4,60,2025-12-12 15h14.59.626305 -0700,
29,29,0,5,2,curv_comp,188,1.9,-0.02,1.0,-0.212,flat,curv_flat,-0.2,-0.02,rew,pen,input_data/stims/Shape_1.90_1.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,2.1154375999758486,None,None,None,['left'],[1.0871155000058934],[0.11196029998245649],up,1.959118099999614,None,3,0,3,0,0,29,29,28,1014.7605571000022,,,,,,,,,1014.7447462999844,0.0006150999979581684,1015.6787159999949,1015.6791090999905,1015.6939644999802,1016.6934395999997,1016.6774650999869,1016.6779038999812,0.00044850000995211303,1018.012442199979,1018.0136972999899,1018.0273561999784,1018.0273561999784,1018.0273561999784,1018.0273561999784,1018.0273561999784,1018.0273561999784,1018.0273561999784,1019.9953000999813,"[-0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.22, -0.228, -0.236, -0.244, -0.252, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26]",None,None,['left'],[1.0871155000058934],[0.11196029998245649],up,1.959118099999614,None,1019.9957588999823,1020.0102041999926,1020.26024589999,1020.2436800999858,1020.2445852999808,1020.26024589999,,1021.2602306999906,,1021.2442948999815,rew,0,-1,,,,,1020.26024589999,1021.2602306999906,,,,,,,,,,,,,,,,,202521,patients,A,2025-12-12_15h14.47.149,asymmetry_final,2024.2.4,60,2025-12-12 15h14.59.626305 -0700,
30,30,0,5,2,curv_comp,191,2.1,0.02,1.0,0.212,flat,flat_curv,0.2,-0.02,rew,pen,input_data/stims/Shape_2.10_1.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,2.1154375999758486,None,None,None,"['left', 'left']","[0.7671640000189655, 1.0470257000124548]","[0.1518451999872923, 0.12798059999477118]",None,,,3,0,3,0,0,30,30,31,1021.2602306999906,,,,,,,,,1021.244915999996,0.000620899983914569,1022.2797125999932,1022.2801902999927,1022.2940624999756,1023.294146100001,1023.2776132999861,1023.2780499999935,0.00044479998177848756,1024.611609899992,1024.6128805000044,1024.6274324999831,1024.6274324999831,1024.6274324999831,1024.6274324999831,1024.6274324999831,1024.6274324999831,1024.6274324999831,1027.611361599993,"[0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.204, 0.196, 0.188, 0.18, 0.172, 0.164, 0.156, 0.148, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.132, 0.124, 0.116, 0.108, 0.1, 0.092, 0.084, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076]",None,None,"['left', 'left']","[0.7671640000189655, 1.0470257000124548]","[0.1518451999872923, 0.12798059999477118]",None,,,1027.6119221999834,1027.6275927999814,1027.877622400003,1027.8611166999908,1027.8636860999977,1027.877622400003,,1028.8776230999792,,1028.8610535000043,rew,0,-1,,,,,1027.877622400003,1028.8776230999792,,,,,,,,,,1027.6275927999814,1027.6275927999814,1027.6275927999814,1027.6275927999814,1027.6275927999814,1027.6275927999814,1027.6275927999814,202521,patients,A,2025-12-12_15h14.47.149,asymmetry_final,2024.2.4,60,2025-12-12 15h14.59.626305 -0700,
31,31,0,5,2,curv_comp,161,0.1,-0.38,3.0,-0.208,curv,flat_curv,0.2,0.38,pen,rew,input_data/stims/Shape_0.10_3.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,2.1154375999758486,None,None,None,['right'],[0.5940033000078984],[0.9760268999962136],up,1.7059538000030443,None,3,0,3,0,0,31,31,1,1028.8776230999792,,,,,,,,,1028.8617010999878,0.0006473999819718301,1029.8457117999787,1029.8464791000006,1029.8605037999805,1030.8610080999788,1030.8445596999954,1030.8450122999784,0.0004618000239133835,1032.329624599981,1032.330976600002,1032.3444308000035,1032.3444308000035,1032.3444308000035,1032.3444308000035,1032.3444308000035,1032.3444308000035,1032.3444308000035,1034.062166299991,"[-0.208, -0.208, -0.208, -0.208, -0.208, -0.208, -0.208, -0.208, -0.208, -0.208, -0.208, -0.208, -0.208, -0.208, -0.208, -0.208, -0.208, -0.208, -0.208, -0.208, -0.208, -0.208, -0.208, -0.208, -0.208, -0.208, -0.208, -0.208, -0.208, -0.208, -0.208, -0.208, -0.208, -0.208, -0.208, -0.208, -0.208, -0.2, -0.192, -0.184, -0.176, -0.168, -0.16, -0.152, -0.144, -0.136, -0.128, -0.12, -0.112, -0.104, -0.096, -0.088, -0.08, -0.072, -0.064, -0.056, -0.048, -0.04, -0.032, -0.024, -0.016, -0.008, 0.0, 0.008, 0.016, 0.024, 0.032, 0.04, 0.048, 0.056, 0.064, 0.072, 0.08, 0.088, 0.096, 0.104, 0.112, 0.12, 0.128, 0.136, 0.144, 0.152, 0.16, 0.168, 0.176, 0.184, 0.192, 0.2, 0.208, 0.216, 0.224, 0.232, 0.24, 0.248, 0.256, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264]",None,None,['right'],[0.5940033000078984],[0.9760268999962136],up,1.7059538000030443,None,1034.062577099976,1034.0777892999758,1034.3278197000036,1034.311272699997,1034.312156400003,1034.3278197000036,1034.3278197000036,1035.3278547999798,1035.3278547999798,1035.3113214999903,pen,1,1,,,,,,,,,,,,,,,,,,,,,,,202521,patients,A,2025-12-12_15h14.47.149,asymmetry_final,2024.2.4,60,2025-12-12 15h14.59.626305 -0700,
32,32,0,5,2,curv_comp,167,0.3,-0.34,3.0,0.136,curv,flat_curv,0.2,0.34,pen,rew,input_data/stims/Shape_0.30_3.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,2.1154375999758486,None,None,None,['right'],[0.6223009999957867],[0.29603680002037436],up,1.0062983999960124,None,3,0,3,0,0,32,32,7,1035.3278547999798,,,,,,,,,1035.311920999986,0.0005990000208839774,1036.3467570999928,1036.3473816000042,1036.361169699987,1037.361166399991,1037.344675500004,1037.3451109000016,0.0004447000101208687,1038.8286396999902,1038.8299309999857,1038.8440834999783,1038.8440834999783,1038.8440834999783,1038.8440834999783,1038.8440834999783,1038.8440834999783,1038.8440834999783,1039.8622359999863,"[0.136, 0.136, 0.136, 0.136, 0.136, 0.136, 0.136, 0.136, 0.136, 0.136, 0.136, 0.136, 0.136, 0.136, 0.136, 0.136, 0.136, 0.136, 0.136, 0.136, 0.136, 0.136, 0.136, 0.136, 0.136, 0.136, 0.136, 0.136, 0.136, 0.136, 0.136, 0.136, 0.136, 0.136, 0.136, 0.136, 0.136, 0.136, 0.136, 0.144, 0.152, 0.16, 0.168, 0.176, 0.184, 0.192, 0.2, 0.208, 0.216, 0.224, 0.232, 0.24, 0.248, 0.256, 0.264, 0.272, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28]",None,None,['right'],[0.6223009999957867],[0.29603680002037436],up,1.0062983999960124,None,1039.8626257999858,1039.8779813,1040.127463599987,1040.1109543999773,1040.1113716999826,1040.127463599987,1040.127463599987,1041.1284505999938,1041.1284505999938,1041.1118679999781,pen,1,1,,,,,,,,,,,,,,,,,,,,,,,202521,patients,A,2025-12-12_15h14.47.149,asymmetry_final,2024.2.4,60,2025-12-12 15h14.59.626305 -0700,
33,33,0,5,2,curv_comp,175,0.7,-0.26,3.0,-0.044,curv,flat_curv,0.2,0.26,pen,rew,input_data/stims/Shape_0.70_3.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,2.1154375999758486,None,None,None,['right'],[0.3999987000133842],[0.608106300001964],up,1.384054100024514,None,3,0,3,0,0,33,33,15,1041.1284505999938,,,,,,,,,1041.112468199979,0.0005988999910186976,1042.0462891999923,1042.0467478999926,1042.062635899987,1043.061764299986,1043.0461626999895,1043.0466083999781,0.0004555000050459057,1044.5308417999768,1044.5321524000028,1044.5463783000014,1044.5463783000014,1044.5463783000014,1044.5463783000014,1044.5463783000014,1044.5463783000014,1044.5463783000014,1045.9449020999891,"[-0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.036, -0.028, -0.02, -0.012, -0.004, 0.004, 0.012, 0.02, 0.028, 0.036, 0.044, 0.052, 0.06, 0.068, 0.076, 0.084, 0.092, 0.1, 0.108, 0.116, 0.124, 0.132, 0.14, 0.148, 0.156, 0.164, 0.172, 0.18, 0.188, 0.196, 0.204, 0.212, 0.22, 0.228, 0.236, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244]",None,None,['right'],[0.3999987000133842],[0.608106300001964],up,1.384054100024514,None,1045.9453108999878,1045.9605941999762,1046.210554099991,1046.194099699991,1046.19450089999,1046.210554099991,1046.210554099991,1047.2105711999757,1047.2105711999757,1047.1940879999893,pen,1,1,,,,,,,,,,,,,,,,,,,,,,,202521,patients,A,2025-12-12_15h14.47.149,asymmetry_final,2024.2.4,60,2025-12-12 15h14.59.626305 -0700,
34,34,0,5,2,curv_comp,178,0.9,-0.22,3.0,0.344,curv,curv_flat,-0.2,-0.22,pen,rew,input_data/stims/Shape_0.90_3.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,2.1154375999758486,None,None,None,['left'],[0.5570699000090826],[1.2319751000031829],up,2.053067300003022,None,3,0,3,0,0,34,34,18,1047.2105711999757,,,,,,,,,1047.194694099977,0.0006036999984644353,1048.078354199999,1048.0787482000014,1048.093956800003,1049.0940021999995,1049.0775277999928,1049.0779655999795,0.0004515000036917627,1050.4631709999812,1050.4644001999986,1050.4774080999778,1050.4774080999778,1050.4774080999778,1050.4774080999778,1050.4774080999778,1050.4774080999778,1050.4774080999778,1052.545177299995,"[0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.336, 0.328, 0.32, 0.312, 0.304, 0.296, 0.288, 0.28, 0.272, 0.264, 0.256, 0.248, 0.24, 0.232, 0.224, 0.216, 0.208, 0.2, 0.192, 0.184, 0.176, 0.168, 0.16, 0.152, 0.144, 0.136, 0.128, 0.12, 0.112, 0.104, 0.096, 0.088, 0.08, 0.072, 0.064, 0.056, 0.048, 0.04, 0.032, 0.024, 0.016, 0.008, 0.0, -0.008, -0.016, -0.024, -0.032, -0.04, -0.048, -0.056, -0.064, -0.072, -0.08, -0.088, -0.096, -0.104, -0.112, -0.12, -0.128, -0.136, -0.144, -0.152, -0.16, -0.168, -0.176, -0.184, -0.192, -0.2, -0.208, -0.216, -0.224, -0.232, -0.24, -0.248, -0.248, -0.248, -0.248, -0.248, -0.248, -0.248, -0.248, -0.248, -0.248, -0.248, -0.248, -0.248, -0.248, -0.248, -0.248, -0.248, -0.248]",None,None,['left'],[0.5570699000090826],[1.2319751000031829],up,2.053067300003022,None,1052.5456133999978,1052.560729299992,1052.8107323999866,1052.7942221999983,1052.7946070999897,1052.8107323999866,1052.8107323999866,1053.810803500004,1053.810803500004,1053.7943307999813,pen,1,1,,,,,,,,,,,,,,,,,,,,,,,202521,patients,A,2025-12-12_15h14.47.149,asymmetry_final,2024.2.4,60,2025-12-12 15h14.59.626305 -0700,
35,35,0,5,2,curv_comp,184,1.5,-0.1,1.0,-0.228,flat,curv_flat,-0.2,-0.1,rew,pen,input_data/stims/Shape_1.50_1.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,2.1154375999758486,None,None,None,['right'],[0.7869658000126947],[0.28797139998641796],up,1.194957500003511,None,3,0,3,0,0,35,35,24,1053.810803500004,,,,,,,,,1053.794927799987,0.000595899997279048,1054.7793270999973,1054.779701099993,1054.7941772999766,1055.79415229999,1055.777791999979,1055.7782775999804,0.0004927999980282038,1057.1130593999987,1057.1145035999944,1057.1275258999958,1057.1275258999958,1057.1275258999958,1057.1275258999958,1057.1275258999958,1057.1275258999958,1057.1275258999958,1058.3285851999826,"[-0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.22, -0.212, -0.204, -0.196, -0.188, -0.18, -0.172, -0.164, -0.156, -0.148, -0.14, -0.132, -0.124, -0.116, -0.108, -0.1, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092]",None,None,['right'],[0.7869658000126947],[0.28797139998641796],up,1.194957500003511,None,1058.3290051999793,1058.3442329999816,1058.5942241000012,1058.5777171999798,1058.5780965999875,1058.5942241000012,,1059.5942551000044,,1059.577814999997,rew,1,3,1058.5942241000012,1059.5942551000044,,,,,,,,,,,,,,,,,,,,,202521,patients,A,2025-12-12_15h14.47.149,asymmetry_final,2024.2.4,60,2025-12-12 15h14.59.626305 -0700,
