thisN,thisTrialN,thisRepN,blockN,run,condition,trial_key,stim_file_pos,stim_pos,noise_pos,marker_init,shape,shape_order,div_pos,target_pos,subj_C0F1_val,subj_C1F0_val,target_file,img1_file,img2_file,block_start_resp.keys,block_start_resp.rt,block_start_resp.duration,marker.response,marker.rt,slider_resp.keys,slider_resp.rt,slider_resp.duration,submit_resp.keys,submit_resp.rt,submit_resp.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,block_start.started,block_start_text.started,block_start_resp.started,block_start.stopped,blocks.block_start_resp.keys,blocks.block_start_resp.rt,blocks.block_start_resp.duration,baseline.started,ISI1.started,baseline.stopped,stim.started,target_stim.started,target_stim.stopped,stim.stopped,delay.started,ISI2.started,delay.stopped,task.started,img1.started,img2.started,divider_line.started,slider_line.started,marker.started,slider_resp.started,submit_resp.started,task.stopped,positions,trials.marker.response,trials.marker.rt,trials.slider_resp.keys,trials.slider_resp.rt,trials.slider_resp.duration,trials.submit_resp.keys,trials.submit_resp.rt,trials.submit_resp.duration,anticipation.started,anticipation_text.started,anticipation_text.stopped,anticipation.stopped,feedback.started,no_resp_text.started,three_cross.started,no_resp_text.stopped,three_cross.stopped,feedback.stopped,valence,correct,outcome,one_coin.started,one_coin.stopped,one_cross.started,one_cross.stopped,three_coin.started,three_coin.stopped,block_end.started,block_end_text.started,block_end_resp.started,block_end.stopped,block_outcome,block_bonus,blocks.block_end_resp.keys,blocks.block_end_resp.rt,blocks.block_end_resp.duration,img1.stopped,img2.stopped,divider_line.stopped,slider_line.stopped,marker.stopped,slider_resp.stopped,submit_resp.stopped,subj,difficulty,sess_type,date,expName,psychopyVersion,frameRate,expStart,
35,35,0,3,1,flat_comp,112,3.7,0.34,3.0,-0.216,flat,curv_flat,0.2,0.34,rew,pen,input_data/stims/Shape_3.70_3.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,1.8356917000000976,None,None,None,['right'],[0.6464824999993652],[0.9521110000005137],up,1.6385258999998769,None,2,0,2,0,0,35,35,32,737.5045127000003,,,,,,,,,737.4885764999999,0.000520900000083202,738.3734786000005,738.3741621999998,738.3879622000004,739.3879625999998,739.3713921999997,739.3717628000004,0.00037819999943167204,740.6557075999999,740.6571075000002,740.6713663999999,740.6713663999999,740.6713663999999,740.6713663999999,740.6713663999999,740.6713663999999,740.6713663999999,742.3223696000005,"[-0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.208, -0.2, -0.192, -0.184, -0.176, -0.168, -0.16, -0.152, -0.144, -0.136, -0.128, -0.12, -0.112, -0.104, -0.096, -0.088, -0.08, -0.072, -0.064, -0.056, -0.048, -0.04, -0.032, -0.024, -0.016, -0.008, 0.0, 0.008, 0.016, 0.024, 0.032, 0.04, 0.048, 0.056, 0.064, 0.072, 0.08, 0.088, 0.096, 0.104, 0.112, 0.12, 0.128, 0.136, 0.144, 0.152, 0.16, 0.168, 0.176, 0.184, 0.192, 0.2, 0.208, 0.216, 0.224, 0.232, 0.24, 0.24, 0.24, 0.24, 0.24]",None,None,['right'],[0.6464824999993652],[0.9521110000005137],up,1.6385258999998769,None,742.3227307999996,742.3379702000002,742.5880424999996,742.5714922999996,742.5718102999999,742.5880424999996,,743.5880826000002,,743.5715567999996,rew,1,3,,,,,742.5880424999996,743.5880826000002,,,,,,,,,,,,,,,,,202509,patients,A,2025-05-23_14h44.58.284,asymmetry_final,2024.2.4,60,2025-05-23 14h45.10.782086 -0600,
36,36,0,3,1,flat_comp,83,1.3,-0.14,1.0,0.38,curv,flat_curv,-0.2,0.14,pen,rew,input_data/stims/Shape_1.30_1.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,1.8356917000000976,None,None,None,['left'],[1.0270564000002196],[1.127994999999828],up,2.1950928999995085,None,2,0,2,0,0,36,36,3,743.5880826000002,,,,,,,,,743.5720816000003,0.000524799999766401,744.6564580000004,744.6571068000003,744.6714754000004,745.6714866000002,745.6548785000005,745.6552542999998,0.000383700000384124,747.1392642000001,747.1404734999996,747.1548181999997,747.1548181999997,747.1548181999997,747.1548181999997,747.1548181999997,747.1548181999997,747.1548181999997,749.3557352999997,"[0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.372, 0.364, 0.356, 0.348, 0.34, 0.332, 0.324, 0.316, 0.308, 0.3, 0.292, 0.284, 0.276, 0.268, 0.26, 0.252, 0.244, 0.236, 0.228, 0.22, 0.212, 0.204, 0.196, 0.188, 0.18, 0.172, 0.164, 0.156, 0.148, 0.14, 0.132, 0.124, 0.116, 0.108, 0.1, 0.092, 0.084, 0.076, 0.068, 0.06, 0.052, 0.044, 0.036, 0.028, 0.02, 0.012, 0.004, -0.004, -0.012, -0.02, -0.028, -0.036, -0.044, -0.052, -0.06, -0.068, -0.076, -0.084, -0.092, -0.1, -0.108, -0.116, -0.124, -0.132, -0.14, -0.148, -0.156, -0.164, -0.164, -0.164, -0.164]",None,None,['left'],[1.0270564000002196],[1.127994999999828],up,2.1950928999995085,None,749.3560909999997,749.3715904999999,749.6215824999999,749.6049886999999,749.6053110000003,749.6215824999999,,750.6216175,,750.6050543000001,pen,1,1,749.6215824999999,750.6216175,,,,,,,,,,,,,,,,,,,,,202509,patients,A,2025-05-23_14h44.58.284,asymmetry_final,2024.2.4,60,2025-05-23 14h45.10.782086 -0600,
37,37,0,3,1,flat_comp,99,2.9,0.18,1.0,0.236,curv,flat_curv,-0.2,-0.18,pen,rew,input_data/stims/Shape_2.90_1.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,1.8356917000000976,None,None,None,['left'],[0.8396472999993421],[0.9199580000004062],up,1.807606699999269,None,2,0,2,0,0,37,37,19,750.6216175,,,,,,,,,750.6055812000004,0.0005260999996608007,751.6409116000004,751.6415794000004,751.6549414000001,752.6549631999997,752.6384500000004,752.6388167000005,0.0003739000003406545,754.0243215999999,754.0257230999996,754.0383387000002,754.0383387000002,754.0383387000002,754.0383387000002,754.0383387000002,754.0383387000002,754.0383387000002,755.8559947000003,"[0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.228, 0.22, 0.212, 0.204, 0.196, 0.188, 0.18, 0.172, 0.164, 0.156, 0.148, 0.14, 0.132, 0.124, 0.116, 0.108, 0.1, 0.092, 0.084, 0.076, 0.068, 0.06, 0.052, 0.044, 0.036, 0.028, 0.02, 0.012, 0.004, -0.004, -0.012, -0.02, -0.028, -0.036, -0.044, -0.052, -0.06, -0.068, -0.076, -0.084, -0.092, -0.1, -0.108, -0.116, -0.124, -0.132, -0.14, -0.148, -0.156, -0.164, -0.172, -0.18, -0.188, -0.196, -0.204, -0.204, -0.204, -0.204, -0.204]",None,None,['left'],[0.8396472999993421],[0.9199580000004062],up,1.807606699999269,None,755.8563594999996,755.8717881000002,756.1216978000002,756.1051846,756.1055176,756.1216978000002,756.1216978000002,757.1218104999998,757.1218104999998,757.1052159999999,pen,0,-3,,,,,,,,,,,,,,,,,,,,,,,202509,patients,A,2025-05-23_14h44.58.284,asymmetry_final,2024.2.4,60,2025-05-23 14h45.10.782086 -0600,
38,38,0,3,1,flat_comp,97,2.7,0.14,1.0,-0.244,curv,flat_curv,-0.2,-0.14,pen,rew,input_data/stims/Shape_2.70_1.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,1.8356917000000976,None,None,None,['right'],[0.431398600000648],[0.15999289999945177],up,0.7593805000005887,None,2,0,2,0,0,38,38,17,757.1218104999998,,,,,,,,,757.1057524999997,0.0005356000001484063,758.090647,758.0910455000003,758.1051612000001,759.1051201,759.0886455999998,759.0890171000001,0.0003783000001931214,760.4226927999998,760.4240964,760.4385959000001,760.4385959000001,760.4385959000001,760.4385959000001,760.4385959000001,760.4385959000001,760.4385959000001,761.2061706000004,"[-0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.236, -0.228, -0.22, -0.212, -0.204, -0.196, -0.188, -0.18, -0.172, -0.164, -0.164, -0.164, -0.164, -0.164, -0.164, -0.164, -0.164, -0.164, -0.164, -0.164, -0.164]",None,None,['right'],[0.431398600000648],[0.15999289999945177],up,0.7593805000005887,None,761.2065116000003,761.2219407000002,761.4719514999997,761.4553275999997,761.455661,761.4719514999997,,762.4719877999996,,762.4553783000001,pen,1,1,761.4719514999997,762.4719877999996,,,,,,,,,,,,,,,,,,,,,202509,patients,A,2025-05-23_14h44.58.284,asymmetry_final,2024.2.4,60,2025-05-23 14h45.10.782086 -0600,
39,39,0,3,1,flat_comp,116,3.9,0.38,3.0,-0.088,flat,curv_flat,0.2,0.38,rew,pen,input_data/stims/Shape_3.90_3.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,1.8356917000000976,None,None,None,"['right', 'right']","[0.7071775000003981, 1.6670989000003829]","[0.5520042999996804, 0.15212259999952948]",up,1.9392570999998497,None,2,0,2,0,0,39,39,36,762.4719877999996,,,,,,,,,762.4559060000001,0.0005257000002529821,763.3897545999998,763.3901059999998,763.4052978999998,764.4052682000001,764.3887935000002,764.3891649999996,0.0003796999999394757,765.7240000000002,765.7252771000003,765.7387614999998,765.7387614999998,765.7387614999998,765.7387614999998,765.7387614999998,765.7387614999998,765.7387614999998,767.6896422999998,"[-0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.08, -0.072, -0.064, -0.056, -0.048, -0.04, -0.032, -0.024, -0.016, -0.008, 0.0, 0.008, 0.016, 0.024, 0.032, 0.04, 0.048, 0.056, 0.064, 0.072, 0.08, 0.088, 0.096, 0.104, 0.112, 0.12, 0.128, 0.136, 0.144, 0.152, 0.16, 0.168, 0.176, 0.176, 0.176, 0.176, 0.176, 0.176, 0.176, 0.176, 0.176, 0.176, 0.176, 0.176, 0.176, 0.176, 0.176, 0.176, 0.176, 0.176, 0.176, 0.176, 0.176, 0.176, 0.176, 0.176, 0.176, 0.176, 0.184, 0.192, 0.2, 0.208, 0.216, 0.224, 0.232, 0.24, 0.248, 0.248, 0.248, 0.248, 0.248, 0.248, 0.248, 0.248, 0.248]",None,None,"['right', 'right']","[0.7071775000003981, 1.6670989000003829]","[0.5520042999996804, 0.15212259999952948]",up,1.9392570999998497,None,767.6900284000003,767.7054010000002,767.9554214,767.9389418999999,767.9392758000004,767.9554214,,768.9554109999999,,768.9389465000004,rew,1,3,,,,,767.9554214,768.9554109999999,,,,,,,,,,,,,,,,,202509,patients,A,2025-05-23_14h44.58.284,asymmetry_final,2024.2.4,60,2025-05-23 14h45.10.782086 -0600,
0,0,0,5,2,curv_comp,186,1.7,-0.06,1.0,0.352,flat,curv_flat,-0.2,-0.06,rew,pen,input_data/stims/Shape_1.70_1.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,11.363013400000455,None,None,None,"['right', 'left']","[0.9179559999993216, 1.1419177999996464]","[0.13597800000025018, 1.1039222999997946]",up,2.2858879999994315,None,3,0,3,0,0,0,0,26,783.9392525000003,,772.5248492999999,772.5389212,772.5389212,783.9060488000005,up,11.363013400000455,None,783.9261689000004,0.0201043999995818,784.9611797999996,784.9618471000003,784.9726154999998,785.9726538000004,785.9560350000002,785.9564043,0.00038419999964389717,787.4400714000003,787.4415231000003,787.4559914000001,787.4559914000001,787.4559914000001,787.4559914000001,787.4559914000001,787.4559914000001,787.4559914000001,789.7568811000001,"[0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.36, 0.368, 0.376, 0.384, 0.392, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.392, 0.384, 0.376, 0.368, 0.36, 0.352, 0.344, 0.336, 0.328, 0.32, 0.312, 0.304, 0.296, 0.288, 0.28, 0.272, 0.264, 0.256, 0.248, 0.24, 0.232, 0.224, 0.216, 0.208, 0.2, 0.192, 0.184, 0.176, 0.168, 0.16, 0.152, 0.144, 0.136, 0.128, 0.12, 0.112, 0.104, 0.096, 0.088, 0.08, 0.072, 0.064, 0.056, 0.048, 0.04, 0.032, 0.024, 0.016, 0.008, 0.0, -0.008, -0.016, -0.024, -0.032, -0.04, -0.048, -0.056, -0.064, -0.072, -0.08, -0.088, -0.096, -0.104, -0.112, -0.12, -0.128, -0.128, -0.128, -0.128, -0.128]",None,None,"['right', 'left']","[0.9179559999993216, 1.1419177999996464]","[0.13597800000025018, 1.1039222999997946]",up,2.2858879999994315,None,789.7572612000004,789.7727200999998,790.0227557999997,790.0061653000002,790.0065072999996,790.0227557999997,,791.0227906,,791.0062158999999,rew,1,3,,,,,790.0227557999997,791.0227906,768.9527187000003,768.9554109999999,768.9554109999999,772.5224334000004,40,13,up,3.5546868999999788,None,,,,,,,,202509,patients,A,2025-05-23_14h44.58.284,asymmetry_final,2024.2.4,60,2025-05-23 14h45.10.782086 -0600,
1,1,0,5,2,curv_comp,177,0.9,-0.22,3.0,-0.356,curv,flat_curv,0.2,0.22,pen,rew,input_data/stims/Shape_0.90_3.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,11.363013400000455,None,None,None,['right'],[0.3903673000004346],[1.0319966999995813],up,1.4704507000005833,None,3,0,3,0,0,1,1,17,791.0227906,,,,,,,,,791.0067489000003,0.0005330000003596069,791.9421923,791.9428041000001,791.9561173000002,792.9561444999999,792.9396102999999,792.9399811000003,0.0003787000005104346,794.2241678999999,794.2254054000005,794.2395679000001,794.2395679000001,794.2395679000001,794.2395679000001,794.2395679000001,794.2395679000001,794.2395679000001,795.7238391000001,"[-0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.348, -0.34, -0.332, -0.324, -0.316, -0.308, -0.3, -0.292, -0.284, -0.276, -0.268, -0.26, -0.252, -0.244, -0.236, -0.228, -0.22, -0.212, -0.204, -0.196, -0.188, -0.18, -0.172, -0.164, -0.156, -0.148, -0.14, -0.132, -0.124, -0.116, -0.108, -0.1, -0.092, -0.084, -0.076, -0.068, -0.06, -0.052, -0.044, -0.036, -0.028, -0.02, -0.012, -0.004, 0.004, 0.012, 0.02, 0.028, 0.036, 0.044, 0.052, 0.06, 0.068, 0.076, 0.084, 0.092, 0.1, 0.108, 0.116, 0.124, 0.132, 0.14, 0.14, 0.14, 0.14, 0.14]",None,None,['right'],[0.3903673000004346],[1.0319966999995813],up,1.4704507000005833,None,795.7241998999998,795.7395888000001,795.9895569999999,795.9730380999999,795.9733646000004,795.9895569999999,795.9895569999999,796.9896091999999,796.9896091999999,796.9731099999999,pen,0,-3,,,,,,,,,,,,,,,,,,,,,,,202509,patients,A,2025-05-23_14h44.58.284,asymmetry_final,2024.2.4,60,2025-05-23 14h45.10.782086 -0600,
2,2,0,5,2,curv_comp,178,0.9,-0.22,3.0,0.344,curv,curv_flat,-0.2,-0.22,pen,rew,input_data/stims/Shape_0.90_3.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,11.363013400000455,None,None,None,['left'],[0.5115121000008003],[1.1041483999997581],up,1.6156605000005584,None,3,0,3,0,0,2,2,18,796.9896091999999,,,,,,,,,796.9736494999997,0.0005375000000640284,797.9081996000004,797.9088813999997,797.9230206000002,798.9230195,798.9064556000003,798.9068263999998,0.00037880000036238926,800.3909236,800.3921399999999,800.4063265000004,800.4063265000004,800.4063265000004,800.4063265000004,800.4063265000004,800.4063265000004,800.4063265000004,802.0241980000001,"[0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.344, 0.336, 0.328, 0.32, 0.312, 0.304, 0.296, 0.288, 0.28, 0.272, 0.264, 0.256, 0.248, 0.24, 0.232, 0.224, 0.216, 0.208, 0.2, 0.192, 0.184, 0.176, 0.168, 0.16, 0.152, 0.144, 0.136, 0.128, 0.12, 0.112, 0.104, 0.096, 0.088, 0.08, 0.072, 0.064, 0.056, 0.048, 0.04, 0.032, 0.024, 0.016, 0.008, 0.0, -0.008, -0.016, -0.024, -0.032, -0.04, -0.048, -0.056, -0.064, -0.072, -0.08, -0.088, -0.096, -0.104, -0.112, -0.12, -0.128, -0.136, -0.144, -0.152, -0.16, -0.168, -0.176, -0.184, -0.184]",None,None,['left'],[0.5115121000008003],[1.1041483999997581],up,1.6156605000005584,None,802.0245444000002,802.0398003,802.2897523000001,802.2732120000001,802.2735449000002,802.2897523000001,802.2897523000001,803.2897690999998,803.2897690999998,803.2732213999998,pen,0,-3,,,,,,,,,,,,,,,,,,,,,,,202509,patients,A,2025-05-23_14h44.58.284,asymmetry_final,2024.2.4,60,2025-05-23 14h45.10.782086 -0600,
3,3,0,5,2,curv_comp,183,1.3,-0.14,1.0,0.3,flat,flat_curv,0.2,0.14,rew,pen,input_data/stims/Shape_1.30_1.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,11.363013400000455,None,None,None,['left'],[0.421368799999982],[0.5759836999995969],up,1.1493594000003213,None,3,0,3,0,0,3,3,23,803.2897690999998,,,,,,,,,803.2737528999996,0.0005308999998305808,804.2573504000002,804.2577183000003,804.2731801999998,805.2731698999996,805.2566628000004,805.2570379999997,0.00038189999941096175,806.6413642999996,806.6427763000002,806.6566196000003,806.6566196000003,806.6566196000003,806.6566196000003,806.6566196000003,806.6566196000003,806.6566196000003,807.8075734000004,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.292, 0.284, 0.276, 0.268, 0.26, 0.252, 0.244, 0.236, 0.228, 0.22, 0.212, 0.204, 0.196, 0.188, 0.18, 0.172, 0.164, 0.156, 0.148, 0.14, 0.132, 0.124, 0.116, 0.108, 0.1, 0.092, 0.084, 0.076, 0.068, 0.06, 0.052, 0.044, 0.036, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028]",None,None,['left'],[0.421368799999982],[0.5759836999995969],up,1.1493594000003213,None,807.8079192000005,807.8232586000004,808.0732612000002,808.0567256000004,808.0570423999998,808.0732612000002,,809.0732926000001,,809.0568057999999,rew,1,3,,,,,808.0732612000002,809.0732926000001,,,,,,,,,,,,,,,,,202509,patients,A,2025-05-23_14h44.58.284,asymmetry_final,2024.2.4,60,2025-05-23 14h45.10.782086 -0600,
4,4,0,5,2,curv_comp,182,1.3,-0.14,1.0,-0.192,flat,curv_flat,-0.2,-0.14,rew,pen,input_data/stims/Shape_1.30_1.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,11.363013400000455,None,None,None,None,,,up,0.3479031999995641,None,3,0,3,0,0,4,4,22,809.0732926000001,,,,,,,,,809.0573512999999,0.0005450999997265171,809.9424663,809.9429405000001,809.9566978000003,810.9566273,810.9401423999998,810.9405115,0.00037760000031994423,812.2740642999997,812.2752842,812.2900644000001,812.2900644000001,812.2900644000001,812.2900644000001,812.2900644000001,812.2900644000001,812.2900644000001,812.6409824000002,"[-0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192]",None,None,None,,,up,0.3479031999995641,None,812.6413185000001,812.6567467000004,812.9067231999998,812.8901601999996,812.8923629999999,812.9067231999998,,813.9067430000005,,813.8902728000003,rew,0,-1,,,812.9067231999998,813.9067430000005,,,,,,,,,,,,,,,,,,,202509,patients,A,2025-05-23_14h44.58.284,asymmetry_final,2024.2.4,60,2025-05-23 14h45.10.782086 -0600,
5,5,0,5,2,curv_comp,196,2.7,0.14,1.0,-0.252,flat,curv_flat,-0.2,0.14,rew,pen,input_data/stims/Shape_2.70_1.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,11.363013400000455,None,None,None,['right'],[0.5604237999996258],[0.28803380000044854],up,1.0724817999998777,None,3,0,3,0,0,5,5,36,813.9067430000005,,,,,,,,,813.8908099,0.0005363000000215834,814.8258361999997,814.8264159999999,814.8401019000003,815.8400951000003,815.8235916000003,815.8239703999998,0.00038610000046901405,817.1584241,817.1599536000003,817.1735250000002,817.1735250000002,817.1735250000002,817.1735250000002,817.1735250000002,817.1735250000002,817.1735250000002,818.2579631999997,"[-0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.244, -0.236, -0.228, -0.22, -0.212, -0.204, -0.196, -0.188, -0.18, -0.172, -0.164, -0.156, -0.148, -0.14, -0.132, -0.124, -0.116, -0.116, -0.116, -0.116, -0.116, -0.116, -0.116, -0.116, -0.116, -0.116, -0.116, -0.116, -0.116, -0.116, -0.116, -0.116]",None,None,['right'],[0.5604237999996258],[0.28803380000044854],up,1.0724817999998777,None,818.2583309000001,818.2735566000001,818.5235399000003,818.5070029999997,818.5078036000004,818.5235399000003,,819.5235640999999,,819.5070947000004,rew,1,3,,,,,818.5235399000003,819.5235640999999,,,,,,,,,,,,,,,,,202509,patients,A,2025-05-23_14h44.58.284,asymmetry_final,2024.2.4,60,2025-05-23 14h45.10.782086 -0600,
6,6,0,5,2,curv_comp,188,1.9,-0.02,1.0,-0.212,flat,curv_flat,-0.2,-0.02,rew,pen,input_data/stims/Shape_1.90_1.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,11.363013400000455,None,None,None,['right'],[0.6396486999992703],[0.28794490000018413],up,1.103611299999102,None,3,0,3,0,0,6,6,28,819.5235640999999,,,,,,,,,819.5076357999997,0.000541799999155046,820.4417132999997,820.4422726000003,820.4569726999998,821.4570106000001,821.4403699000004,821.4407429000003,0.0003814000001511886,822.7742443999996,822.7755888000002,822.7903300999997,822.7903300999997,822.7903300999997,822.7903300999997,822.7903300999997,822.7903300999997,822.7903300999997,823.9079723000004,"[-0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.212, -0.204, -0.196, -0.188, -0.18, -0.172, -0.164, -0.156, -0.148, -0.14, -0.132, -0.124, -0.116, -0.108, -0.1, -0.092, -0.084, -0.076, -0.076, -0.076, -0.076, -0.076, -0.076, -0.076, -0.076, -0.076, -0.076, -0.076, -0.076, -0.076]",None,None,['right'],[0.6396486999992703],[0.28794490000018413],up,1.103611299999102,None,823.9083062999998,823.9236892999998,824.1736979999996,824.1571837000001,824.1575118999999,824.1736979999996,,825.1737271000002,,825.157252,rew,1,3,,,,,824.1736979999996,825.1737271000002,,,,,,,,,,,,,,,,,202509,patients,A,2025-05-23_14h44.58.284,asymmetry_final,2024.2.4,60,2025-05-23 14h45.10.782086 -0600,
